 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
152,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05004-05909,0.005,1.196,0.147,0.333,82.028,69.472,0.097,0.069,0.567,1.589,0.629,0.881
153,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05014-09026,0.015,1.723,0.262,0.583,125.292,69.569,0.139,0.139,0.549,1.151,0.869,0.906
154,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05058-01778,0.020,2.206,0.518,0.639,24.611,70.181,0.167,0.153,0.606,1.141,0.877,0.923
155,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05074-10496,0.003,1.808,0.229,0.278,145.750,70.444,0.056,0.069,0.408,1.300,0.769,0.765
156,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05077-05641,0.010,0.766,0.074,0.472,78.292,70.458,0.111,0.125,0.565,1.167,0.857,0.867
157,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05113-07824,0.008,1.324,0.176,0.444,108.611,70.958,0.111,0.111,0.528,1.055,0.948,0.869
158,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05126-11091,0.014,1.754,0.296,0.556,153.972,71.139,0.153,0.125,0.589,1.181,0.847,0.904
159,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05141-08964,0.009,1.733,0.215,0.417,124.444,71.361,0.111,0.097,0.628,1.201,0.832,0.918
160,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05140-06776,0.028,1.103,0.169,0.778,94.014,71.292,0.194,0.194,0.589,1.098,0.911,0.925
161,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05169-07030,5.787E-4,1.863,0.277,0.139,97.625,71.778,0.028,0.042,0.377,2.702,0.370,0.667
162,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05168-10831,0.005,2.106,0.246,0.333,150.389,71.750,0.083,0.069,0.545,1.213,0.824,0.893
163,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05193-06828,0.023,0.849,0.144,0.694,94.750,72.042,0.181,0.167,0.608,1.024,0.977,0.917
164,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05203-11406,0.008,1.352,0.143,0.417,158.375,72.222,0.097,0.097,0.545,1.076,0.930,0.886
165,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05206-09444,0.009,1.268,0.279,0.444,131.111,72.250,0.111,0.111,0.565,1.119,0.894,0.885
166,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05206-01780,0.014,1.334,0.163,0.556,24.653,72.236,0.139,0.139,0.589,1.117,0.895,0.915
167,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05232-08549,0.006,1.722,0.229,0.333,118.708,72.625,0.069,0.097,0.676,1.370,0.730,0.939
168,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05246-08838,0.022,1.411,0.337,0.694,122.667,72.778,0.167,0.181,0.563,1.120,0.893,0.900
169,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05259-10064,0.021,2.264,0.684,0.694,139.694,72.958,0.167,0.167,0.543,1.010,0.990,0.919
170,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05286-09381,0.007,1.459,0.303,0.389,130.236,73.375,0.111,0.083,0.545,1.486,0.673,0.872
171,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05292-09112,0.021,1.525,0.250,0.694,126.486,73.417,0.153,0.181,0.548,1.401,0.714,0.905
172,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05307-02411,0.015,1.892,0.320,0.556,33.417,73.639,0.139,0.139,0.620,1.232,0.812,0.924
173,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05325-09455,5.787E-4,1.237,0.036,0.111,131.306,73.944,0.028,0.028,0.589,1.464,0.683,0.857
174,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05328-09459,0.001,1.876,0.234,0.139,131.361,73.986,0.042,0.028,0.754,1.500,0.667,1.000
175,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05336-06415,0.003,1.776,0.215,0.306,89.056,74.083,0.083,0.056,0.415,1.373,0.728,0.800
176,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05343-07191,0.019,1.707,0.595,0.667,99.806,74.125,0.153,0.181,0.529,1.461,0.685,0.886
177,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05350-04999,0.010,1.419,0.212,0.472,69.375,74.250,0.125,0.111,0.576,1.427,0.701,0.883
178,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05359-04075,0.017,2.212,0.391,0.639,56.528,74.347,0.139,0.167,0.511,1.238,0.808,0.891
179,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05362-01410,0.016,1.366,0.218,0.611,19.514,74.403,0.153,0.153,0.532,1.156,0.865,0.891
180,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05373-09368,0.002,1.661,0.248,0.222,130.083,74.611,0.069,0.042,0.393,2.181,0.458,0.727
181,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05386-05086,0.001,2.283,0.482,0.167,70.625,74.792,0.042,0.042,0.524,1.809,0.553,0.800
182,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05386-10641,0.021,1.357,0.320,0.694,147.708,74.722,0.167,0.181,0.538,1.174,0.852,0.881
183,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05407-06651,1.929E-4,0.711,0.000,0.056,92.375,75.097,0.014,0.014,0.785,1.000,1.000,1.000
184,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05406-06655,7.716E-4,0.939,0.182,0.194,92.403,75.069,0.056,0.042,0.256,3.850,0.260,0.571
185,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05410-07578,0.004,1.452,0.187,0.333,105.208,75.097,0.083,0.083,0.458,1.213,0.824,0.778
186,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05416-06656,0.002,1.001,0.129,0.222,92.417,75.208,0.069,0.042,0.540,1.597,0.626,0.846
187,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05418-06651,3.858E-4,1.040,0.057,0.083,92.361,75.250,0.028,0.014,0.698,2.000,0.500,1.000
188,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05418-08000,9.645E-4,1.526,0.041,0.139,111.097,75.236,0.042,0.028,0.628,1.553,0.644,0.909
189,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05420-03362,1.929E-4,1.727,0.000,0.056,46.694,75.278,0.014,0.014,0.785,1.000,1.000,1.000
190,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05416-07776,0.018,1.983,0.396,0.611,107.931,75.153,0.153,0.153,0.617,1.170,0.854,0.913
191,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05422-03365,0.008,1.856,0.343,0.444,46.681,75.250,0.111,0.111,0.515,1.366,0.732,0.884
192,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05451-10278,0.014,1.287,0.230,0.556,142.681,75.639,0.139,0.139,0.558,1.055,0.948,0.882
193,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05453-07863,0.020,1.602,0.327,0.667,109.125,75.667,0.181,0.153,0.567,1.236,0.809,0.920
194,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05462-12914,0.007,1.316,0.158,0.389,179.319,75.806,0.083,0.111,0.593,1.242,0.805,0.892
195,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05468-02023,0.018,2.164,0.333,0.611,28.028,75.875,0.153,0.153,0.604,1.179,0.848,0.925
196,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05481-09453,0.006,1.550,0.197,0.389,131.250,76.083,0.097,0.097,0.529,1.174,0.851,0.846
197,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05506-05782,0.008,1.649,0.322,0.417,80.264,76.417,0.097,0.111,0.572,1.147,0.872,0.882
198,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05518-03154,0.021,1.123,0.234,0.667,43.722,76.569,0.181,0.153,0.584,1.181,0.846,0.907
199,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05521-06410,0.027,1.587,0.356,0.722,88.944,76.583,0.167,0.194,0.641,1.194,0.838,0.939
200,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05527-09183,0.007,1.544,0.182,0.389,127.500,76.722,0.097,0.097,0.545,1.223,0.817,0.850
201,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05561-10292,0.002,1.693,0.177,0.222,142.917,77.208,0.056,0.056,0.442,1.513,0.661,0.750
202,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05563-03148,0.003,1.900,0.210,0.306,43.694,77.222,0.069,0.083,0.467,1.400,0.714,0.783
203,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05578-06649,0.030,1.174,0.205,0.778,92.264,77.375,0.181,0.208,0.617,1.099,0.910,0.933
204,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05583-10076,0.010,1.845,0.285,0.472,139.903,77.472,0.097,0.139,0.565,1.401,0.714,0.897
205,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05598-09726,0.004,2.273,0.317,0.306,135.056,77.708,0.069,0.083,0.519,1.588,0.630,0.816
206,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05609-07417,1.929E-4,1.000,0.000,0.056,103.014,77.903,0.014,0.014,0.785,1.000,1.000,1.000
207,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05619-08710,0.020,1.101,0.119,0.639,120.875,77.986,0.194,0.125,0.612,1.514,0.660,0.924
208,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05630-07879,0.018,0.761,0.311,0.639,109.347,78.125,0.167,0.153,0.558,1.089,0.918,0.891
209,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05643-12167,0.009,2.045,0.260,0.444,168.931,78.319,0.111,0.111,0.577,1.235,0.809,0.887
210,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05655-06181,0.022,1.433,0.357,0.722,85.750,78.472,0.208,0.153,0.539,1.246,0.802,0.899
211,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05656-08733,0.017,0.947,0.126,0.583,121.222,78.486,0.139,0.153,0.641,1.152,0.868,0.933
212,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05669-08792,1.929E-4,1.857,0.000,0.056,122.111,78.736,0.014,0.014,0.785,1.000,1.000,1.000
213,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05682-04401,0.019,1.984,0.409,0.611,61.042,78.847,0.167,0.139,0.630,1.218,0.821,0.928
214,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05690-06482,0.024,0.976,0.188,0.722,89.931,78.944,0.194,0.167,0.586,1.231,0.812,0.913
215,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05699-09206,0.003,1.214,0.116,0.222,127.833,79.125,0.056,0.056,0.638,1.148,0.871,0.897
216,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05703-05989,0.006,1.537,0.225,0.361,83.139,79.167,0.097,0.083,0.595,1.122,0.892,0.889
217,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05703-09530,0.009,0.992,0.138,0.639,132.306,79.139,0.125,0.139,0.279,1.595,0.627,0.729
218,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05711-04896,0.002,0.994,0.058,0.194,67.986,79.292,0.042,0.056,0.577,1.539,0.650,0.900
219,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05718-06554,0.003,2.431,0.418,0.250,91.000,79.389,0.069,0.056,0.543,1.127,0.887,0.824
220,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05734-10621,0.025,0.605,0.072,0.750,147.431,79.542,0.181,0.194,0.569,1.190,0.841,0.907
221,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05738-03234,0.022,1.009,0.141,0.722,44.819,79.625,0.208,0.153,0.530,1.563,0.640,0.874
222,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05749-06919,3.858E-4,2.196,0.076,0.083,96.097,79.833,0.014,0.028,0.698,2.000,0.500,1.000
223,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05753-06919,1.929E-4,1.900,0.000,0.056,96.097,79.903,0.014,0.014,0.785,1.000,1.000,1.000
224,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05756-06919,3.858E-4,2.000,0.177,0.083,96.097,79.931,0.014,0.028,0.698,2.000,0.500,1.000
225,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05751-06907,0.016,1.403,0.314,1.306,95.833,79.778,0.208,0.208,0.118,1.245,0.804,0.534
226,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05753-04118,0.025,1.322,0.151,0.694,57.111,79.819,0.167,0.181,0.658,1.086,0.921,0.953
227,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05760-06911,7.716E-4,1.824,0.089,0.111,95.972,79.986,0.028,0.028,0.785,1.000,1.000,1.000
228,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05760-06917,1.929E-4,1.889,0.000,0.056,96.069,80.000,0.014,0.014,0.785,1.000,1.000,1.000
229,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05763-06915,3.858E-4,1.633,0.047,0.111,96.028,80.028,0.028,0.028,0.393,2.646,0.378,0.667
230,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05772-00815,0.016,1.094,0.164,0.583,11.264,80.083,0.125,0.167,0.606,1.323,0.756,0.919
231,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05780-11261,0.019,1.732,0.489,0.667,156.333,80.194,0.153,0.181,0.545,1.150,0.870,0.881
232,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05789-09061,0.005,1.267,0.200,0.361,125.806,80.361,0.083,0.083,0.483,1.329,0.752,0.852
233,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05786-06561,0.030,0.789,0.144,0.806,91.028,80.264,0.208,0.194,0.575,1.054,0.949,0.903
234,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05794-05223,0.004,2.321,0.392,0.361,72.514,80.431,0.069,0.083,0.409,1.278,0.783,0.830
235,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05802-10863,1.929E-4,1.688,0.000,0.056,150.875,80.583,0.014,0.014,0.785,1.000,1.000,1.000
236,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05801-10866,9.645E-4,1.425,0.165,0.139,150.903,80.556,0.028,0.042,0.628,1.553,0.644,0.909
237,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05803-10868,5.787E-4,1.341,0.049,0.139,150.931,80.583,0.042,0.028,0.377,2.702,0.370,0.667
238,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05804-06713,0.032,1.984,0.641,0.806,93.139,80.514,0.208,0.194,0.613,1.166,0.858,0.934
239,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05819-06762,0.016,1.459,0.220,0.583,93.847,80.750,0.153,0.139,0.606,1.030,0.970,0.909
240,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05815-09925,0.046,1.059,0.185,1.167,137.708,80.639,0.292,0.264,0.427,1.489,0.671,0.826
241,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05826-07994,1.929E-4,2.333,0.000,0.056,111.028,80.917,0.014,0.014,0.785,1.000,1.000,1.000
242,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05827-07992,7.716E-4,1.611,0.261,0.139,110.986,80.917,0.028,0.042,0.503,2.031,0.492,0.800
243,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05831-06176,0.003,1.680,0.221,0.278,85.750,80.958,0.069,0.069,0.471,1.415,0.707,0.769
244,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05839-08629,0.004,1.308,0.376,0.361,119.792,81.069,0.125,0.056,0.353,2.428,0.412,0.704
245,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05835-05230,0.025,1.864,0.352,0.722,72.556,80.958,0.181,0.181,0.595,1.115,0.897,0.908
246,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05844-09877,0.007,1.958,0.290,0.361,137.139,81.125,0.083,0.097,0.651,1.269,0.788,0.921
247,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05857-12015,0.004,1.948,0.354,0.306,166.847,81.306,0.069,0.083,0.571,1.388,0.720,0.880
248,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05877-08188,0.008,1.200,0.179,0.417,113.681,81.583,0.097,0.097,0.545,1.237,0.809,0.897
249,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05882-04606,0.004,1.629,0.256,0.306,63.944,81.653,0.069,0.083,0.545,1.354,0.739,0.840
250,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05900-09486,0.003,1.843,0.287,0.278,131.722,81.917,0.069,0.069,0.534,1.288,0.776,0.829
251,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05915-06127,0.010,0.864,0.267,0.556,85.028,82.097,0.153,0.111,0.401,1.596,0.626,0.797
252,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05913-12134,0.019,2.177,0.331,0.667,168.444,82.056,0.181,0.153,0.529,1.398,0.715,0.902
253,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05921-00441,0.010,1.628,0.275,0.472,6.069,82.181,0.125,0.111,0.587,1.184,0.844,0.900
254,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05927-09511,0.005,2.796,0.436,0.306,132.056,82.292,0.083,0.069,0.623,1.345,0.743,0.906
255,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05925-08950,0.021,1.412,0.271,0.639,124.222,82.222,0.167,0.153,0.659,1.108,0.902,0.945
256,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05946-01743,1.929E-4,1.647,0.000,0.056,24.208,82.583,0.014,0.014,0.785,1.000,1.000,1.000
257,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05945-01745,0.009,2.165,0.319,0.444,24.181,82.528,0.125,0.097,0.577,1.185,0.844,0.879
258,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05949-09047,0.009,1.812,0.259,0.444,125.611,82.569,0.097,0.111,0.577,1.085,0.922,0.913
259,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05969-12074,1.929E-4,1.167,0.000,0.056,167.694,82.903,0.014,0.014,0.785,1.000,1.000,1.000
260,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05970-01067,0.005,2.600,0.293,0.333,14.778,82.889,0.083,0.069,0.524,1.176,0.850,0.857
261,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05979-04235,0.019,1.584,0.259,0.611,58.750,82.958,0.139,0.167,0.643,1.264,0.791,0.934
262,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:05994-03365,0.006,1.423,0.192,0.389,46.694,83.208,0.097,0.097,0.497,1.362,0.734,0.827
263,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06002-06010,0.004,1.378,0.254,0.278,83.444,83.333,0.069,0.069,0.660,1.182,0.846,0.913
264,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06016-02385,0.018,1.786,0.435,0.611,33.056,83.472,0.139,0.167,0.591,1.200,0.834,0.901
265,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06019-09764,0.005,1.473,0.139,0.306,135.583,83.556,0.069,0.083,0.649,1.177,0.849,0.926
266,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06034-05895,0.007,0.960,0.169,0.444,81.833,83.750,0.097,0.111,0.430,1.329,0.753,0.814
267,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06069-08666,1.929E-4,1.286,0.000,0.056,120.361,84.292,0.014,0.014,0.785,1.000,1.000,1.000
268,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06065-09314,0.024,0.922,0.151,0.750,129.278,84.139,0.181,0.194,0.530,1.333,0.750,0.898
269,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06076-07022,0.008,0.714,0.123,0.417,97.486,84.333,0.083,0.111,0.559,1.284,0.779,0.909
270,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06094-08431,0.001,1.671,0.170,0.167,117.083,84.625,0.042,0.042,0.524,1.124,0.890,0.800
271,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06092-00921,0.011,1.897,0.336,0.500,12.736,84.556,0.125,0.125,0.553,1.018,0.982,0.877
272,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06095-09530,0.007,1.447,0.165,0.389,132.319,84.611,0.097,0.097,0.545,1.139,0.878,0.850
273,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06097-04258,0.010,1.004,0.207,0.500,59.083,84.625,0.125,0.125,0.504,1.076,0.930,0.832
274,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06107-11310,0.026,0.797,0.164,0.806,157.000,84.722,0.181,0.194,0.508,1.169,0.856,0.889
275,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06117-04818,0.012,1.374,0.179,0.472,66.861,84.903,0.125,0.111,0.663,1.167,0.857,0.931
276,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06139-02495,0.008,1.671,0.305,0.389,34.611,85.222,0.097,0.097,0.641,1.045,0.957,0.920
277,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06149-04499,0.003,1.796,0.199,0.278,62.458,85.375,0.069,0.056,0.440,1.559,0.641,0.800
278,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06150-08771,0.006,1.580,0.220,0.361,121.764,85.389,0.111,0.069,0.576,1.773,0.564,0.886
279,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06190-01219,0.008,2.023,0.317,0.444,16.875,85.931,0.111,0.097,0.491,1.143,0.875,0.860
280,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06210-05397,1.929E-4,1.267,0.000,0.056,74.958,86.250,0.014,0.014,0.785,1.000,1.000,1.000
281,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06211-05394,5.787E-4,1.694,0.228,0.139,74.903,86.250,0.042,0.028,0.377,2.702,0.370,0.667
282,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06212-05397,1.929E-4,1.786,0.000,0.056,74.958,86.278,0.014,0.014,0.785,1.000,1.000,1.000
283,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06231-10822,0.014,1.089,0.349,0.611,150.250,86.472,0.125,0.153,0.474,1.199,0.834,0.885
284,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06237-10055,0.014,2.134,0.430,0.556,139.583,86.556,0.139,0.139,0.550,1.393,0.718,0.875
285,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06242-08903,0.015,1.466,0.195,0.556,123.583,86.625,0.139,0.139,0.605,1.032,0.969,0.901
286,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06258-10152,0.006,1.020,0.163,0.389,140.958,86.861,0.083,0.111,0.513,1.216,0.823,0.865
287,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06256-01496,0.047,1.481,0.394,1.028,20.667,86.764,0.236,0.264,0.562,1.141,0.876,0.926
288,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06264-10007,0.003,1.496,0.277,0.306,138.958,86.958,0.056,0.083,0.338,1.536,0.651,0.667
289,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06275-06496,0.010,0.987,0.115,0.500,90.167,87.097,0.111,0.125,0.495,1.273,0.786,0.857
290,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06288-11308,0.017,0.811,0.132,0.583,156.986,87.264,0.139,0.153,0.620,1.109,0.901,0.921
291,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06296-10771,0.009,0.938,0.151,0.444,149.542,87.403,0.125,0.097,0.577,1.300,0.769,0.895
292,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06300-08852,0.005,1.253,0.206,0.417,122.903,87.458,0.083,0.083,0.377,1.206,0.829,0.844
293,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06312-09964,0.010,1.733,0.309,0.444,138.333,87.611,0.111,0.111,0.638,1.189,0.841,0.929
294,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06334-02251,0.009,1.579,0.263,0.444,31.222,87.917,0.097,0.125,0.601,1.269,0.788,0.907
295,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06334-03214,0.024,1.133,0.120,0.722,44.556,87.889,0.181,0.181,0.572,1.058,0.945,0.911
296,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06358-08385,0.004,1.870,0.312,0.306,116.431,88.264,0.056,0.097,0.493,1.466,0.682,0.809
297,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06366-01675,0.004,2.185,0.407,0.306,23.222,88.389,0.083,0.069,0.493,1.369,0.730,0.809
298,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06374-01954,0.053,0.955,0.191,1.056,27.000,88.403,0.278,0.250,0.594,1.190,0.840,0.938
299,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06387-06108,3.858E-4,0.834,0.017,0.083,84.819,88.708,0.028,0.014,0.698,2.000,0.500,1.000
300,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06392-06103,1.929E-4,0.667,0.000,0.056,84.764,88.778,0.014,0.014,0.785,1.000,1.000,1.000
301,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06398-06695,0.005,1.911,0.293,0.361,92.944,88.819,0.097,0.083,0.521,1.252,0.799,0.812
302,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06398-06778,0.024,1.176,0.194,0.722,94.056,88.778,0.181,0.181,0.581,1.273,0.785,0.916
303,Result of BEFORE_GA3_A2 Region1_Merged_RAW_ch01.tif:06411-09620,0.024,0.761,0.113,0.778,133.514,88.958,0.194,0.167,0.509,1.415,0.707,0.885
